"","Respondent","Choice","Option","ChoiceMade","Chosen","Policy","Experience","Party_Affiliation","Gender"
"380",19,10,"B",1,"B","Climate Change Action","Newcomer","Party A","Male"
"381",20,1,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"382",20,1,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"383",20,2,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"384",20,2,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"385",20,3,"A",0,"B","Climate Change Action","Veteran","Party B","Female"
"386",20,3,"B",1,"B","Healthcare Reform","Experienced","Party A","Female"
"387",20,4,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"388",20,4,"B",0,"A","Climate Change Action","Veteran","Party A","Female"
"389",20,5,"A",0,"B","Tax Cuts","Newcomer","Party A","Male"
"390",20,5,"B",1,"B","Climate Change Action","Experienced","Party A","Male"
"391",20,6,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"392",20,6,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"393",20,7,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"394",20,7,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"395",20,8,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"396",20,8,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"397",20,9,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"398",20,9,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"399",20,10,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"400",20,10,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"401",21,1,"A",0,"B","Tax Cuts","Newcomer","Party B","Male"
"402",21,1,"B",1,"B","Tax Cuts","Newcomer","Party B","Female"
"403",21,2,"A",0,"B","Tax Cuts","Veteran","Party B","Male"
"404",21,2,"B",1,"B","Healthcare Reform","Veteran","Party A","Female"
"405",21,3,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"406",21,3,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"407",21,4,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"408",21,4,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"409",21,5,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"410",21,5,"B",0,"A","Climate Change Action","Veteran","Party A","Male"
"411",21,6,"A",1,"A","Climate Change Action","Experienced","Party A","Female"
"412",21,6,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"413",21,7,"A",0,"B","Tax Cuts","Newcomer","Party B","Male"
"414",21,7,"B",1,"B","Climate Change Action","Experienced","Party B","Female"
"415",21,8,"A",0,"B","Climate Change Action","Veteran","Party A","Male"
"416",21,8,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"417",21,9,"A",0,"B","Tax Cuts","Veteran","Party B","Male"
"418",21,9,"B",1,"B","Healthcare Reform","Newcomer","Party B","Male"
"419",21,10,"A",0,"B","Tax Cuts","Veteran","Party A","Male"
"420",21,10,"B",1,"B","Climate Change Action","Veteran","Party B","Male"
"421",22,1,"A",1,"A","Climate Change Action","Experienced","Party A","Female"
"422",22,1,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"423",22,2,"A",0,"B","Healthcare Reform","Veteran","Party A","Male"
"424",22,2,"B",1,"B","Climate Change Action","Newcomer","Party B","Male"
"425",22,3,"A",0,"B","Healthcare Reform","Veteran","Party B","Male"
"426",22,3,"B",1,"B","Climate Change Action","Newcomer","Party A","Male"
"427",22,4,"A",0,"B","Healthcare Reform","Experienced","Party B","Female"
"428",22,4,"B",1,"B","Tax Cuts","Veteran","Party B","Female"
"429",22,5,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"430",22,5,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"431",22,6,"A",0,"B","Healthcare Reform","Newcomer","Party B","Female"
"432",22,6,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"433",22,7,"A",0,"B","Healthcare Reform","Newcomer","Party A","Male"
"434",22,7,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"435",22,8,"A",0,"B","Climate Change Action","Newcomer","Party A","Female"
"436",22,8,"B",1,"B","Climate Change Action","Veteran","Party B","Female"
"437",22,9,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"438",22,9,"B",0,"A","Climate Change Action","Newcomer","Party B","Female"
"439",22,10,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"440",22,10,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"441",23,1,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"442",23,1,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"443",23,2,"A",1,"A","Climate Change Action","Experienced","Party A","Female"
"444",23,2,"B",0,"A","Climate Change Action","Veteran","Party A","Male"
"445",23,3,"A",0,"B","Healthcare Reform","Experienced","Party B","Female"
"446",23,3,"B",1,"B","Tax Cuts","Experienced","Party B","Female"
"447",23,4,"A",1,"A","Tax Cuts","Newcomer","Party A","Male"
"448",23,4,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"449",23,5,"A",0,"B","Climate Change Action","Veteran","Party A","Female"
"450",23,5,"B",1,"B","Tax Cuts","Veteran","Party B","Female"
"451",23,6,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"452",23,6,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"453",23,7,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"454",23,7,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"455",23,8,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"456",23,8,"B",0,"A","Tax Cuts","Experienced","Party B","Female"
"457",23,9,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"458",23,9,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"459",23,10,"A",0,"B","Tax Cuts","Veteran","Party B","Female"
"460",23,10,"B",1,"B","Healthcare Reform","Veteran","Party B","Female"
"461",24,1,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"462",24,1,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"463",24,2,"A",0,"B","Climate Change Action","Veteran","Party B","Female"
"464",24,2,"B",1,"B","Tax Cuts","Newcomer","Party A","Female"
"465",24,3,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"466",24,3,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"467",24,4,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"468",24,4,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"469",24,5,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"470",24,5,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"471",24,6,"A",0,"B","Climate Change Action","Newcomer","Party B","Female"
"472",24,6,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"473",24,7,"A",0,"B","Tax Cuts","Veteran","Party B","Male"
"474",24,7,"B",1,"B","Tax Cuts","Newcomer","Party B","Female"
"475",24,8,"A",0,"B","Healthcare Reform","Veteran","Party B","Female"
"476",24,8,"B",1,"B","Tax Cuts","Veteran","Party B","Male"
"477",24,9,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"478",24,9,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"479",24,10,"A",1,"A","Climate Change Action","Experienced","Party B","Female"
"480",24,10,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"481",25,1,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"482",25,1,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"483",25,2,"A",0,"B","Healthcare Reform","Experienced","Party B","Male"
"484",25,2,"B",1,"B","Climate Change Action","Newcomer","Party B","Male"
"485",25,3,"A",0,"B","Tax Cuts","Veteran","Party B","Female"
"486",25,3,"B",1,"B","Climate Change Action","Experienced","Party B","Female"
"487",25,4,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"488",25,4,"B",0,"A","Tax Cuts","Veteran","Party A","Male"
"489",25,5,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"490",25,5,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"491",25,6,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"492",25,6,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"493",25,7,"A",0,"B","Climate Change Action","Veteran","Party A","Female"
"494",25,7,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"495",25,8,"A",0,"B","Tax Cuts","Newcomer","Party B","Female"
"496",25,8,"B",1,"B","Healthcare Reform","Newcomer","Party A","Female"
"497",25,9,"A",0,"B","Climate Change Action","Newcomer","Party A","Female"
"498",25,9,"B",1,"B","Climate Change Action","Experienced","Party A","Male"
"499",25,10,"A",0,"B","Tax Cuts","Experienced","Party A","Male"
"500",25,10,"B",1,"B","Climate Change Action","Experienced","Party A","Female"
"501",26,1,"A",0,"B","Healthcare Reform","Veteran","Party B","Male"
"502",26,1,"B",1,"B","Climate Change Action","Veteran","Party A","Male"
"503",26,2,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"504",26,2,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"505",26,3,"A",1,"A","Climate Change Action","Newcomer","Party B","Female"
"506",26,3,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"507",26,4,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"508",26,4,"B",0,"A","Tax Cuts","Experienced","Party B","Female"
"509",26,5,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"510",26,5,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"511",26,6,"A",0,"B","Climate Change Action","Experienced","Party A","Male"
"512",26,6,"B",1,"B","Tax Cuts","Newcomer","Party A","Female"
"513",26,7,"A",0,"B","Tax Cuts","Veteran","Party B","Male"
"514",26,7,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"515",26,8,"A",0,"B","Climate Change Action","Newcomer","Party A","Female"
"516",26,8,"B",1,"B","Tax Cuts","Experienced","Party B","Female"
"517",26,9,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"518",26,9,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"519",26,10,"A",0,"B","Healthcare Reform","Veteran","Party B","Female"
"520",26,10,"B",1,"B","Climate Change Action","Newcomer","Party B","Male"
"521",27,1,"A",0,"B","Tax Cuts","Experienced","Party B","Male"
"522",27,1,"B",1,"B","Climate Change Action","Newcomer","Party A","Male"
"523",27,2,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"524",27,2,"B",0,"A","Tax Cuts","Veteran","Party A","Female"
"525",27,3,"A",0,"B","Healthcare Reform","Experienced","Party A","Male"
"526",27,3,"B",1,"B","Climate Change Action","Veteran","Party B","Female"
"527",27,4,"A",1,"A","Tax Cuts","Veteran","Party A","Female"
"528",27,4,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"529",27,5,"A",1,"A","Healthcare Reform","Veteran","Party A","Female"
"530",27,5,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"531",27,6,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"532",27,6,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"533",27,7,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"534",27,7,"B",0,"A","Tax Cuts","Newcomer","Party B","Female"
"535",27,8,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"536",27,8,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"537",27,9,"A",1,"A","Climate Change Action","Experienced","Party A","Male"
"538",27,9,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"539",27,10,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"540",27,10,"B",0,"A","Climate Change Action","Veteran","Party A","Male"
"541",28,1,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"542",28,1,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"543",28,2,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"544",28,2,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"545",28,3,"A",0,"B","Tax Cuts","Newcomer","Party B","Female"
"546",28,3,"B",1,"B","Healthcare Reform","Veteran","Party B","Male"
"547",28,4,"A",1,"A","Climate Change Action","Experienced","Party B","Female"
"548",28,4,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"549",28,5,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"550",28,5,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"551",28,6,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"552",28,6,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"553",28,7,"A",0,"B","Climate Change Action","Experienced","Party A","Male"
"554",28,7,"B",1,"B","Healthcare Reform","Experienced","Party A","Female"
"555",28,8,"A",1,"A","Climate Change Action","Experienced","Party A","Male"
"556",28,8,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"557",28,9,"A",0,"B","Tax Cuts","Veteran","Party A","Female"
"558",28,9,"B",1,"B","Climate Change Action","Veteran","Party A","Male"
"559",28,10,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"560",28,10,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"561",29,1,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"562",29,1,"B",0,"A","Tax Cuts","Experienced","Party A","Female"
"563",29,2,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"564",29,2,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"565",29,3,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"566",29,3,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"567",29,4,"A",1,"A","Climate Change Action","Newcomer","Party B","Female"
"568",29,4,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"569",29,5,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"570",29,5,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"571",29,6,"A",0,"B","Tax Cuts","Veteran","Party A","Female"
"572",29,6,"B",1,"B","Tax Cuts","Experienced","Party B","Female"
"573",29,7,"A",0,"B","Climate Change Action","Veteran","Party A","Female"
"574",29,7,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"575",29,8,"A",0,"B","Climate Change Action","Newcomer","Party A","Female"
"576",29,8,"B",1,"B","Climate Change Action","Experienced","Party B","Female"
"577",29,9,"A",0,"B","Tax Cuts","Veteran","Party A","Male"
"578",29,9,"B",1,"B","Tax Cuts","Veteran","Party B","Male"
"579",29,10,"A",1,"A","Climate Change Action","Newcomer","Party B","Female"
"580",29,10,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"581",30,1,"A",0,"B","Climate Change Action","Experienced","Party A","Female"
"582",30,1,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"583",30,2,"A",0,"B","Climate Change Action","Newcomer","Party A","Male"
"584",30,2,"B",1,"B","Climate Change Action","Experienced","Party B","Female"
"585",30,3,"A",1,"A","Climate Change Action","Experienced","Party A","Female"
"586",30,3,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"587",30,4,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"588",30,4,"B",0,"A","Climate Change Action","Experienced","Party A","Female"
"589",30,5,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"590",30,5,"B",0,"A","Climate Change Action","Veteran","Party A","Female"
"591",30,6,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"592",30,6,"B",0,"A","Tax Cuts","Veteran","Party A","Male"
"593",30,7,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"594",30,7,"B",1,"B","Healthcare Reform","Experienced","Party A","Female"
"595",30,8,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"596",30,8,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"597",30,9,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"598",30,9,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"599",30,10,"A",0,"B","Healthcare Reform","Experienced","Party B","Female"
"600",30,10,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"601",31,1,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"602",31,1,"B",0,"A","Tax Cuts","Newcomer","Party B","Female"
"603",31,2,"A",0,"B","Climate Change Action","Veteran","Party A","Male"
"604",31,2,"B",1,"B","Healthcare Reform","Veteran","Party B","Male"
"605",31,3,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"606",31,3,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"607",31,4,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"608",31,4,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"609",31,5,"A",1,"A","Healthcare Reform","Newcomer","Party A","Male"
"610",31,5,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"611",31,6,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"612",31,6,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"613",31,7,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"614",31,7,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"615",31,8,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"616",31,8,"B",0,"A","Tax Cuts","Newcomer","Party A","Female"
"617",31,9,"A",0,"B","Climate Change Action","Experienced","Party A","Female"
"618",31,9,"B",1,"B","Tax Cuts","Newcomer","Party B","Female"
"619",31,10,"A",0,"B","Healthcare Reform","Newcomer","Party B","Male"
"620",31,10,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"621",32,1,"A",1,"A","Healthcare Reform","Experienced","Party A","Female"
"622",32,1,"B",0,"A","Tax Cuts","Experienced","Party B","Female"
"623",32,2,"A",0,"B","Tax Cuts","Newcomer","Party B","Male"
"624",32,2,"B",1,"B","Climate Change Action","Veteran","Party B","Male"
"625",32,3,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"626",32,3,"B",0,"A","Healthcare Reform","Veteran","Party A","Male"
"627",32,4,"A",0,"B","Climate Change Action","Newcomer","Party A","Male"
"628",32,4,"B",1,"B","Climate Change Action","Veteran","Party B","Male"
"629",32,5,"A",1,"A","Climate Change Action","Experienced","Party A","Male"
"630",32,5,"B",0,"A","Climate Change Action","Newcomer","Party B","Female"
"631",32,6,"A",0,"B","Climate Change Action","Experienced","Party A","Male"
"632",32,6,"B",1,"B","Tax Cuts","Newcomer","Party B","Female"
"633",32,7,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"634",32,7,"B",0,"A","Tax Cuts","Experienced","Party B","Female"
"635",32,8,"A",1,"A","Healthcare Reform","Newcomer","Party A","Male"
"636",32,8,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"637",32,9,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"638",32,9,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"639",32,10,"A",0,"B","Tax Cuts","Experienced","Party A","Male"
"640",32,10,"B",1,"B","Climate Change Action","Veteran","Party B","Female"
"641",33,1,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"642",33,1,"B",0,"A","Tax Cuts","Newcomer","Party A","Male"
"643",33,2,"A",0,"B","Climate Change Action","Veteran","Party A","Female"
"644",33,2,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"645",33,3,"A",0,"B","Tax Cuts","Veteran","Party B","Male"
"646",33,3,"B",1,"B","Tax Cuts","Veteran","Party B","Female"
"647",33,4,"A",0,"B","Healthcare Reform","Experienced","Party B","Male"
"648",33,4,"B",1,"B","Climate Change Action","Newcomer","Party B","Female"
"649",33,5,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"650",33,5,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"651",33,6,"A",0,"B","Tax Cuts","Veteran","Party B","Male"
"652",33,6,"B",1,"B","Climate Change Action","Veteran","Party A","Male"
"653",33,7,"A",0,"B","Climate Change Action","Veteran","Party A","Male"
"654",33,7,"B",1,"B","Healthcare Reform","Experienced","Party A","Female"
"655",33,8,"A",0,"B","Tax Cuts","Experienced","Party B","Female"
"656",33,8,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"657",33,9,"A",0,"B","Healthcare Reform","Newcomer","Party A","Male"
"658",33,9,"B",1,"B","Climate Change Action","Veteran","Party B","Male"
"659",33,10,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"660",33,10,"B",0,"A","Climate Change Action","Veteran","Party A","Female"
"661",34,1,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"662",34,1,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"663",34,2,"A",0,"B","Tax Cuts","Newcomer","Party B","Male"
"664",34,2,"B",1,"B","Climate Change Action","Veteran","Party A","Female"
"665",34,3,"A",0,"B","Healthcare Reform","Experienced","Party B","Female"
"666",34,3,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"667",34,4,"A",0,"B","Healthcare Reform","Newcomer","Party B","Female"
"668",34,4,"B",1,"B","Climate Change Action","Experienced","Party B","Female"
"669",34,5,"A",0,"B","Tax Cuts","Experienced","Party B","Female"
"670",34,5,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"671",34,6,"A",0,"B","Climate Change Action","Newcomer","Party A","Female"
"672",34,6,"B",1,"B","Tax Cuts","Experienced","Party B","Female"
"673",34,7,"A",0,"B","Climate Change Action","Experienced","Party B","Male"
"674",34,7,"B",1,"B","Tax Cuts","Experienced","Party B","Female"
"675",34,8,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"676",34,8,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"677",34,9,"A",1,"A","Healthcare Reform","Veteran","Party A","Female"
"678",34,9,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"679",34,10,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"680",34,10,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"681",35,1,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"682",35,1,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"683",35,2,"A",0,"B","Tax Cuts","Veteran","Party A","Male"
"684",35,2,"B",1,"B","Climate Change Action","Veteran","Party A","Female"
"685",35,3,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"686",35,3,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"687",35,4,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"688",35,4,"B",0,"A","Climate Change Action","Veteran","Party B","Female"
"689",35,5,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"690",35,5,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"691",35,6,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"692",35,6,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"693",35,7,"A",0,"B","Tax Cuts","Newcomer","Party B","Male"
"694",35,7,"B",1,"B","Healthcare Reform","Experienced","Party A","Female"
"695",35,8,"A",0,"B","Climate Change Action","Experienced","Party A","Female"
"696",35,8,"B",1,"B","Climate Change Action","Newcomer","Party B","Male"
"697",35,9,"A",0,"B","Tax Cuts","Veteran","Party A","Female"
"698",35,9,"B",1,"B","Tax Cuts","Newcomer","Party A","Female"
"699",35,10,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"700",35,10,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"701",36,1,"A",0,"B","Healthcare Reform","Veteran","Party B","Male"
"702",36,1,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"703",36,2,"A",0,"B","Healthcare Reform","Newcomer","Party A","Female"
"704",36,2,"B",1,"B","Healthcare Reform","Experienced","Party B","Male"
"705",36,3,"A",1,"A","Climate Change Action","Newcomer","Party B","Female"
"706",36,3,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"707",36,4,"A",0,"B","Healthcare Reform","Veteran","Party A","Male"
"708",36,4,"B",1,"B","Healthcare Reform","Veteran","Party B","Male"
"709",36,5,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"710",36,5,"B",0,"A","Tax Cuts","Veteran","Party A","Female"
"711",36,6,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"712",36,6,"B",0,"A","Climate Change Action","Veteran","Party B","Female"
"713",36,7,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"714",36,7,"B",0,"A","Tax Cuts","Newcomer","Party B","Female"
"715",36,8,"A",0,"B","Climate Change Action","Newcomer","Party B","Female"
"716",36,8,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"717",36,9,"A",0,"B","Climate Change Action","Newcomer","Party A","Female"
"718",36,9,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"719",36,10,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"720",36,10,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"721",37,1,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"722",37,1,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"723",37,2,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"724",37,2,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"725",37,3,"A",1,"A","Tax Cuts","Veteran","Party A","Female"
"726",37,3,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"727",37,4,"A",0,"B","Tax Cuts","Experienced","Party B","Female"
"728",37,4,"B",1,"B","Climate Change Action","Experienced","Party B","Female"
"729",37,5,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"730",37,5,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"731",37,6,"A",0,"B","Healthcare Reform","Newcomer","Party B","Female"
"732",37,6,"B",1,"B","Climate Change Action","Newcomer","Party A","Female"
"733",37,7,"A",0,"B","Tax Cuts","Experienced","Party A","Female"
"734",37,7,"B",1,"B","Climate Change Action","Veteran","Party B","Male"
"735",37,8,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"736",37,8,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"737",37,9,"A",0,"B","Climate Change Action","Newcomer","Party B","Male"
"738",37,9,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"739",37,10,"A",0,"B","Climate Change Action","Experienced","Party A","Female"
"740",37,10,"B",1,"B","Climate Change Action","Newcomer","Party B","Female"
"741",38,1,"A",0,"B","Tax Cuts","Newcomer","Party B","Male"
"742",38,1,"B",1,"B","Climate Change Action","Experienced","Party A","Female"
"743",38,2,"A",0,"B","Tax Cuts","Veteran","Party B","Male"
"744",38,2,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"745",38,3,"A",0,"B","Healthcare Reform","Veteran","Party B","Female"
"746",38,3,"B",1,"B","Healthcare Reform","Newcomer","Party B","Male"
"747",38,4,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"748",38,4,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"749",38,5,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"750",38,5,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"751",38,6,"A",0,"B","Healthcare Reform","Newcomer","Party B","Female"
"752",38,6,"B",1,"B","Climate Change Action","Veteran","Party A","Male"
"753",38,7,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"754",38,7,"B",0,"A","Climate Change Action","Experienced","Party A","Female"
"755",38,8,"A",0,"B","Climate Change Action","Veteran","Party B","Male"
"756",38,8,"B",1,"B","Climate Change Action","Experienced","Party A","Female"
"757",38,9,"A",0,"B","Tax Cuts","Veteran","Party A","Male"
"758",38,9,"B",1,"B","Healthcare Reform","Veteran","Party B","Male"
"759",38,10,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
